url,country,city,city_source,niche,platform,perf,a11y,best_practices,seo,LCP_ms,CLS,TBT_ms,FCP_ms,bytes,load_category,error,measured_at,multi_city,source_file
bowdeneye.com,US,Jacksonville,row,optometrist,WordPress,42,87,73,85,3070,0,2929,1981,8517791,SLOW,,2026-09-26,no,Jacksonville_us_scores.csv
clayeye.com,US,Jacksonville,row,optometrist,WordPress,44,79,96,92,25605,0,546,3306,6316556,AVERAGE,,2026-09-26,no,Jacksonville_us_scores.csv
clearvieweyejax.com,US,Jacksonville,row,optometrist,WordPress,64,97,100,92,7224,0,98,2886,13727780,,,2026-09-26,no,Jacksonville_us_scores.csv
drbrink.com,US,Jacksonville,row,optometrist,WordPress,34,81,92,85,15776,0,568,3764,3202868,,,2026-09-26,no,Jacksonville_us_scores.csv
eyeqjax.com,US,Jacksonville,row,optometrist,unknown,51,86,100,100,8295,0,394,4665,1809748,,,2026-09-26,no,Jacksonville_us_scores.csv
floridaeyespecialists.com,US,Jacksonville,row,optometrist,WordPress,62,97,100,100,10951,0,0,3166,2846116,AVERAGE,,2026-09-26,no,Jacksonville_us_scores.csv
fulghumoptometry.com,US,Jacksonville,row,optometrist,,42,93,73,100,5453,0,1140,2513,4001465,,,2026-09-26,no,Jacksonville_us_scores.csv
hannaeyecare.com,US,Jacksonville,row,optometrist,,66,88,100,100,5660,0,167,3156,3624619,,,2026-09-26,no,Jacksonville_us_scores.csv
infocuseyecare.com,US,Jacksonville,row,optometrist,,82,96,100,85,2996,0,492,1391,1703289,AVERAGE,,2026-09-26,no,Jacksonville_us_scores.csv
inoptixeyecare.com,US,Jacksonville,row,optometrist,Weebly,49,77,96,92,18639,0,424,5151,4888428,,,2026-09-26,no,Jacksonville_us_scores.csv
jacksonvilleeyecarecenter.com,US,Jacksonville,row,optometrist,,100,78,96,36,1534,0,0,1534,1342152,,,2026-09-26,no,Jacksonville_us_scores.csv
jaxeyedoc.com,US,Jacksonville,row,optometrist,,68,92,100,92,6226,0,0,2127,6509087,,,2026-09-26,no,Jacksonville_us_scores.csv
jaxvisioncare.com,US,Jacksonville,row,optometrist,unknown,75,95,100,100,8510,0,1,812,1327983,,,2026-09-26,no,Jacksonville_us_scores.csv
rivercityvisioncenter.com,US,Jacksonville,row,optometrist,WordPress,28,84,96,92,11402,0,468,3005,5458392,AVERAGE,,2026-09-26,no,Jacksonville_us_scores.csv
valuvision.com,US,Jacksonville,row,optometrist,,68,84,77,92,8101,0,16,1684,2632370,AVERAGE,,2026-09-26,no,Jacksonville_us_scores.csv
visionaryeyejax.com,US,Jacksonville,row,optometrist,Wix,66,90,100,100,7117,0,120,3345,2156965,,,2026-09-26,no,Jacksonville_us_scores.csv
visiontodayjax.com,US,Jacksonville,row,optometrist,WordPress,52,87,100,100,11530,0,441,2885,5154660,,,2026-09-26,no,Jacksonville_us_scores.csv
atlasphysicaltherapy.com,US,Jacksonville,row,physio,WordPress,52,100,96,100,9829,0,284,1413,5112278,FAST,,2026-09-26,no,Jacksonville_us_scores.csv
baptistjax.com/services/rehabilitation-services/physical-therapy,US,Jacksonville,row,physio,unknown,55,100,88,100,6540,0,494,2908,1572865,FAST,,2026-09-26,no,Jacksonville_us_scores.csv
brooksrehab.org,US,Jacksonville,row,physio,WordPress,100,96,96,40,799,0,0,799,12555,FAST,,2026-09-26,no,Jacksonville_us_scores.csv
cbptjax.com,US,Jacksonville,row,physio,Wix,87,87,100,100,3019,0,1,2717,1451594,,,2026-09-26,no,Jacksonville_us_scores.csv
coraphysicaltherapy.com,US,Jacksonville,row,physio,WordPress,55,92,96,85,7873,0,222,7419,1478017,FAST,,2026-09-26,no,Jacksonville_us_scores.csv
directorthopedictherapy.com,US,Jacksonville,row,physio,WordPress,78,86,73,92,3681,0,361,1506,5722531,SLOW,,2026-09-26,no,Jacksonville_us_scores.csv
dryneedlepainrelief.com,US,Jacksonville,row,physio,unknown,78,99,96,100,2695,0,0,2488,554298,,,2026-09-26,no,Jacksonville_us_scores.csv
focusptjax.com,US,Jacksonville,row,physio,Wix,29,93,100,92,23204,0,1963,4211,4522283,,,2026-09-26,no,Jacksonville_us_scores.csv
h2health.com,US,Jacksonville,row,physio,,39,85,96,85,15651,0,702,5371,2236258,SLOW,,2026-09-26,no,Jacksonville_us_scores.csv
integrativept.com,US,Jacksonville,row,physio,,86,81,96,73,3224,0,0,3224,158877,,,2026-09-26,no,Jacksonville_us_scores.csv
jaxtlc.org,US,Jacksonville,row,physio,WordPress,81,96,77,92,4074,0,22,2716,6917729,,,2026-09-26,no,Jacksonville_us_scores.csv
joionline.net,US,Jacksonville,row,physio,WordPress,60,91,96,92,8026,0,88,3451,1694193,SLOW,,2026-09-26,no,Jacksonville_us_scores.csv
movementdriven.com,US,Jacksonville,row,physio,unknown,48,99,100,85,9075,0,515,3038,16483362,,,2026-09-26,no,Jacksonville_us_scores.csv
mymanualpt.com,US,Jacksonville,row,physio,WordPress,35,88,69,100,5874,0,895,4807,3999448,,,2026-09-26,no,Jacksonville_us_scores.csv
pptjax.com,US,Jacksonville,row,physio,,51,82,100,92,9525,0,101,3011,4573860,,,2026-09-26,no,Jacksonville_us_scores.csv
preferredphysicaltherapyfl.com,US,Jacksonville,row,physio,unknown,45,80,58,100,13917,0,180,6381,6008544,,,2026-09-26,no,Jacksonville_us_scores.csv
reboundrehab.com,US,Jacksonville,row,physio,WordPress,58,92,96,100,2432,0,1243,2132,1538198,AVERAGE,,2026-09-26,no,Jacksonville_us_scores.csv
selectphysicaltherapy.com,US,Jacksonville,row,physio,,44,97,96,100,14818,0,572,4351,2256614,FAST,,2026-09-26,no,Jacksonville_us_scores.csv
smartbodypt.com,US,Jacksonville,row,physio,WordPress,54,86,96,92,4981,0,486,3992,3748370,,,2026-09-26,no,Jacksonville_us_scores.csv
summitptspecialists.com,US,Jacksonville,row,physio,Wix,60,100,96,92,9302,0,7,3310,2392045,,,2026-09-26,no,Jacksonville_us_scores.csv
amandasearlerealtor.com,US,Jacksonville,row,realtor,WordPress,62,86,100,100,14571,0,27,4056,14056479,,,2026-09-26,no,Jacksonville_us_scores.csv
crossviewrealty.com,US,Jacksonville,row,realtor,Squarespace,99,100,100,100,1545,0,0,1539,364253,AVERAGE,,2026-09-26,no,Jacksonville_us_scores.csv
djandlindsey.com,US,Jacksonville,row,realtor,WordPress,57,83,96,100,5327,0,428,2580,8705071,FAST,,2026-09-26,no,Jacksonville_us_scores.csv
ernestsmith.realtor,US,Jacksonville,row,realtor,unknown,60,90,96,92,10255,0,341,1964,2319232,,,2026-09-26,no,Jacksonville_us_scores.csv
experthomeadvisors.com,US,Jacksonville,row,realtor,unknown,36,77,96,92,25592,0,1448,2761,4829426,SLOW,,2026-09-26,no,Jacksonville_us_scores.csv
goldkeyneflhomes.com,US,Jacksonville,row,realtor,unknown,37,90,96,92,15718,0,1114,3647,4715666,,,2026-09-26,no,Jacksonville_us_scores.csv
homes-jacksonville.com,US,Jacksonville,row,realtor,unknown,80,83,73,100,1910,0,469,1881,3440275,,,2026-09-26,no,Jacksonville_us_scores.csv
hovergirlproperties.com,US,Jacksonville,row,realtor,WordPress,38,85,58,100,6226,0,1050,2701,5729806,,,2026-09-26,no,Jacksonville_us_scores.csv
jacksonvillecoastalhomes.com,US,Jacksonville,row,realtor,unknown,94,83,96,85,2553,0,0,2103,663800,,,2026-09-26,no,Jacksonville_us_scores.csv
kstrealestate.com,US,Jacksonville,row,realtor,,94,91,100,100,3023,0,6,936,1216485,,,2026-09-26,no,Jacksonville_us_scores.csv
lesliekulik.com,US,Jacksonville,row,realtor,unknown,68,77,100,100,4305,0,0,1824,1247717,,,2026-09-26,no,Jacksonville_us_scores.csv
lesliesmithrealtor.com,US,Jacksonville,row,realtor,unknown,60,82,96,77,13486,0,156,4071,10278874,,,2026-09-26,no,Jacksonville_us_scores.csv
lisasellspontevedra.com,US,Jacksonville,row,realtor,unknown,71,94,78,100,2731,0,926,1981,1572319,FAST,,2026-09-26,no,Jacksonville_us_scores.csv
michaelortiz.realtor,US,Jacksonville,row,realtor,unknown,70,87,100,92,5056,0,27,3856,5587922,,,2026-09-26,no,Jacksonville_us_scores.csv
neflgo.com,US,Jacksonville,row,realtor,unknown,94,89,,92,2655,0,60,1975,1478793,SLOW,,2026-09-26,no,Jacksonville_us_scores.csv
realtorinjax.city,US,Jacksonville,row,realtor,unknown,74,96,100,100,5421,0,72,1755,1198634,,,2026-09-26,no,Jacksonville_us_scores.csv
teamboz.com,US,Jacksonville,row,realtor,unknown,55,90,96,100,10892,0,560,2187,6613592,,,2026-09-26,no,Jacksonville_us_scores.csv
theagencyatpontevedra.com,US,Jacksonville,row,realtor,unknown,60,60,96,64,15977,0,59,4829,3895912,,,2026-09-26,no,Jacksonville_us_scores.csv
traditionsjax.com,US,Jacksonville,row,realtor,WordPress,56,89,96,92,11529,0,289,2582,2581430,SLOW,,2026-09-26,no,Jacksonville_us_scores.csv
willvasana.com,US,Jacksonville,row,realtor,unknown,63,89,73,100,3956,0,622,2579,7671862,,,2026-09-26,no,Jacksonville_us_scores.csv
beverlyhillsdentist.com,US,Los Angeles,row,dental,unknown,68,79,100,85,6302,0,0,3039,1083183,,,2026-09-25,no,Los Angeles_us_scores.csv
billdorfmandds.com,US,Los Angeles,row,dental,WordPress,49,97,96,92,6301,0,537,2556,2969929,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
biosmilecenter.com,US,Los Angeles,row,dental,Wix,36,83,58,85,6477,0,1707,2855,4033805,,,2026-09-25,no,Los Angeles_us_scores.csv
caldentalpasadena.com,US,Los Angeles,row,dental,unknown,29,97,54,100,7346,0,2184,5469,19745926,,,2026-09-25,no,Los Angeles_us_scores.csv
carsonsdental.com,US,Los Angeles,row,dental,WordPress,68,90,96,100,5290,0,73,4384,980446,,,2026-09-25,no,Los Angeles_us_scores.csv
dentalpracticepasadena.com,US,Los Angeles,row,dental,WordPress,38,87,77,92,18482,0,604,2623,2779846,,,2026-09-25,no,Los Angeles_us_scores.csv
dentist.drhaber.net,US,Los Angeles,row,dental,,63,79,100,83,10542,0,0,3347,2644931,,,2026-09-25,no,Los Angeles_us_scores.csv
drdallolmo.com,US,Los Angeles,row,dental,WordPress,52,66,96,85,11028,0,236,2707,2400731,,,2026-09-25,no,Los Angeles_us_scores.csv
drhubler.com,US,Los Angeles,row,dental,,54,91,81,100,5438,0,110,1559,1055145,,,2026-09-25,no,Los Angeles_us_scores.csv
holisticsmilesla.com,US,Los Angeles,row,dental,,89,95,88,92,2708,0,107,2708,1632007,,,2026-09-25,no,Los Angeles_us_scores.csv
infinitedentalwellness.com,US,Los Angeles,row,dental,WordPress,99,96,100,100,1651,0,84,952,622132,,,2026-09-25,no,Los Angeles_us_scores.csv
kathyzahedidds.com,US,Los Angeles,row,dental,,31,83,73,92,7501,0,875,5551,5385803,,,2026-09-25,no,Los Angeles_us_scores.csv
losangelesdentistsgroup.com,US,Los Angeles,row,dental,WordPress,56,87,96,85,4651,0,630,3151,13877641,,,2026-09-25,no,Los Angeles_us_scores.csv
pacificdentalcare.org,US,Los Angeles,row,dental,WordPress,52,91,73,83,3339,0,1243,3014,15225710,,,2026-09-25,no,Los Angeles_us_scores.csv
pasadenadentalcare.net,US,Los Angeles,row,dental,Wix,75,92,100,100,2859,0,631,2708,2501504,,,2026-09-25,no,Los Angeles_us_scores.csv
prestigedentalpasadena.com,US,Los Angeles,row,dental,unknown,63,96,96,100,9843,0,60,3181,1510956,,,2026-09-25,no,Los Angeles_us_scores.csv
santamonicadentalarts.com,US,Los Angeles,row,dental,unknown,30,79,77,92,35265,0,1329,13356,32280863,,,2026-09-25,no,Los Angeles_us_scores.csv
signaturesmilesdentalgroup.com,US,Los Angeles,row,dental,WordPress,62,92,96,92,3001,0,836,2558,28940211,,,2026-09-25,no,Los Angeles_us_scores.csv
zadehdentistry.com,US,Los Angeles,row,dental,unknown,24,91,73,92,15900,0,594,10601,21311086,,,2026-09-25,no,Los Angeles_us_scores.csv
zakhordental.com,US,Los Angeles,row,dental,WordPress,52,95,96,92,4566,0,1136,2735,1905238,,,2026-09-25,no,Los Angeles_us_scores.csv
acplumbingheatingair.com,US,Los Angeles,row,hvac,WordPress,60,100,100,100,9188,0,116,4951,1847862,,,2026-09-25,no,Los Angeles_us_scores.csv
affordableairla.com,US,Los Angeles,row,hvac,WordPress,48,86,100,100,6376,0,626,2756,2354937,FAST,,2026-09-25,no,Los Angeles_us_scores.csv
aireserv.com,US,Los Angeles,row,hvac,,94,93,96,40,2428,0,201,765,909584,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
aironeheatingandcoolinginc.com,US,Los Angeles,row,hvac,unknown,30,96,73,100,9981,0,1593,6156,6538497,,,2026-09-25,no,Los Angeles_us_scores.csv
airtro.com,US,Los Angeles,row,hvac,,32,86,73,100,13851,0,2941,2753,2535715,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
brodypennell.com,US,Los Angeles,row,hvac,WordPress,70,85,100,100,4739,0,55,2851,1080953,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
bryantheatandair.com,US,Los Angeles,row,hvac,,85,85,100,100,2846,0,368,1663,738130,,,2026-09-25,no,Los Angeles_us_scores.csv
calclimate.com,US,Los Angeles,row,hvac,unknown,98,96,100,100,2101,0,59,931,284821,,,2026-09-25,no,Los Angeles_us_scores.csv
greenplanet-hvac.com,US,Los Angeles,row,hvac,WordPress,45,87,96,92,10389,0,798,2128,3942827,,,2026-09-25,no,Los Angeles_us_scores.csv
heatingcoolingbeyond.com,US,Los Angeles,row,hvac,WordPress,69,89,96,100,6736,0,54,2752,18140134,,,2026-09-25,no,Los Angeles_us_scores.csv
kahnair.com,US,Los Angeles,row,hvac,WordPress,32,82,73,100,8599,0,2353,3967,5669511,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
laheatingairconditioning.com,US,Los Angeles,row,hvac,unknown,27,90,96,100,21962,0,2066,9303,6784179,,,2026-09-25,no,Los Angeles_us_scores.csv
lahvaclc.com,US,Los Angeles,row,hvac,unknown,78,91,96,100,2416,0,544,1051,1512534,,,2026-09-25,no,Los Angeles_us_scores.csv
lencohvac.com,US,Los Angeles,row,hvac,,84,97,100,100,3301,0,107,2294,1220175,,,2026-09-25,no,Los Angeles_us_scores.csv
lionshvac.com,US,Los Angeles,row,hvac,,57,89,92,100,3526,0,2057,2858,1004409,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
mightyserv.com,US,Los Angeles,row,hvac,,26,89,92,85,11176,0,8004,3155,9554624,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
onewayair.com,US,Los Angeles,row,hvac,,66,86,100,85,7201,0,65,2589,1026874,,,2026-09-25,no,Los Angeles_us_scores.csv
southbayhvac.com,US,Los Angeles,row,hvac,unknown,100,79,96,91,759,0,0,759,2329,,,2026-09-25,no,Los Angeles_us_scores.csv
ventahvac.com,US,Los Angeles,row,hvac,unknown,71,94,100,100,4749,0,127,3606,423334,,,2026-09-25,no,Los Angeles_us_scores.csv
zodiachvac.com,US,Los Angeles,row,hvac,WordPress,51,83,88,92,19006,0,267,5439,7309824,,,2026-09-25,no,Los Angeles_us_scores.csv
clearchoiceoptometry.com,US,Los Angeles,row,optometrist,WordPress,36,84,96,92,16726,0,1177,3717,4379180,,,2026-09-25,no,Los Angeles_us_scores.csv
culvercityoptometry.com,US,Los Angeles,row,optometrist,Weebly,63,98,96,100,6856,0,178,3796,913328,,,2026-09-25,no,Los Angeles_us_scores.csv
delreyoptometry.com,US,Los Angeles,row,optometrist,WordPress,64,85,96,100,4365,0,497,2880,1503069,,,2026-09-25,no,Los Angeles_us_scores.csv
drmarkchung.com,US,Los Angeles,row,optometrist,WordPress,43,89,92,100,7781,0,230,2881,1575007,,,2026-09-25,no,Los Angeles_us_scores.csv
eapoptometry.com,US,Los Angeles,row,optometrist,,42,91,96,90,50345,0,522,8607,10532383,,,2026-09-25,no,Los Angeles_us_scores.csv
eyelandoptometry.com,US,Los Angeles,row,optometrist,,72,89,81,92,8305,0,64,1801,5674586,,,2026-09-25,no,Los Angeles_us_scores.csv
frameandsight.com,US,Los Angeles,row,optometrist,unknown,71,54,96,92,6114,0,0,2465,748902,,,2026-09-25,no,Los Angeles_us_scores.csv
hollywoodoptometrist.com,US,Los Angeles,row,optometrist,,60,89,85,77,9695,0,311,2735,1400871,,,2026-09-25,no,Los Angeles_us_scores.csv
hollywoodspectaclesoptical.com,US,Los Angeles,row,optometrist,unknown,62,90,96,92,2439,0,2361,1803,3290962,,,2026-09-25,no,Los Angeles_us_scores.csv
lbvisioncenter.com,US,Los Angeles,row,optometrist,unknown,93,50,100,92,2362,0,76,2279,1353062,,,2026-09-25,no,Los Angeles_us_scores.csv
longbeachoptometry.com,US,Los Angeles,row,optometrist,unknown,58,70,96,77,32167,0,204,3460,12134537,,,2026-09-25,no,Los Angeles_us_scores.csv
longbeachvisioncare.com,US,Los Angeles,row,optometrist,WordPress,45,96,100,100,7897,0,585,4799,1580017,,,2026-09-25,no,Los Angeles_us_scores.csv
maisonoptique.com,US,Los Angeles,row,optometrist,unknown,77,78,96,92,3529,0,176,3052,1298566,,,2026-09-25,no,Los Angeles_us_scores.csv
oohlalaoptometry.com,US,Los Angeles,row,optometrist,unknown,60,89,100,85,4627,0,492,1840,1897707,,,2026-09-25,no,Los Angeles_us_scores.csv
positiveeyeons.com,US,Los Angeles,row,optometrist,,78,72,96,92,4277,0,8,2102,763297,,,2026-09-25,no,Los Angeles_us_scores.csv
sunsetoptometric.com,US,Los Angeles,row,optometrist,unknown,56,80,73,77,5095,0,381,1691,2178483,,,2026-09-25,no,Los Angeles_us_scores.csv
torranceoptometry.com,US,Los Angeles,row,optometrist,WordPress,48,77,77,92,6977,0,573,2553,3362035,,,2026-09-25,no,Los Angeles_us_scores.csv
visioncareoptometriccenter.com,US,Los Angeles,row,optometrist,,96,84,100,77,2165,0,88,1747,965602,,,2026-09-25,no,Los Angeles_us_scores.csv
visionsource-blackstone.com,US,Los Angeles,row,optometrist,unknown,92,96,100,100,2813,0,31,1580,1781075,,,2026-09-25,no,Los Angeles_us_scores.csv
wehovision.com,US,Los Angeles,row,optometrist,,54,86,73,85,8251,0,255,4058,1270711,,,2026-09-25,no,Los Angeles_us_scores.csv
atlantispt.com,US,Los Angeles,row,physio,,65,77,100,85,12016,0,40,3158,2538114,,,2026-09-25,no,Los Angeles_us_scores.csv
axispt.net,US,Los Angeles,row,physio,unknown,89,88,96,100,3226,0,184,958,1777749,,,2026-09-25,no,Los Angeles_us_scores.csv
blakewellness.la,US,Los Angeles,row,physio,unknown,71,88,100,100,4562,0,2,3859,10021044,,,2026-09-25,no,Los Angeles_us_scores.csv
dangpt.com,US,Los Angeles,row,physio,Squarespace,28,95,73,92,21317,0,3769,3752,8454513,,,2026-09-25,no,Los Angeles_us_scores.csv
epcla.com,US,Los Angeles,row,physio,Squarespace,66,95,96,92,5908,0,64,4102,11026332,,,2026-09-25,no,Los Angeles_us_scores.csv
evolutionphysicaltherapy.com,US,Los Angeles,row,physio,WordPress,69,69,96,100,4351,0,309,3040,1186228,SLOW,,2026-09-25,no,Los Angeles_us_scores.csv
flexelitept.net,US,Los Angeles,row,physio,unknown,52,79,96,92,4129,0,1586,2708,11320505,,,2026-09-25,no,Los Angeles_us_scores.csv
lennartzscherrpt.com,US,Los Angeles,row,physio,,48,77,96,92,8630,0,283,3792,1433423,,,2026-09-25,no,Los Angeles_us_scores.csv
m3pt.com,US,Los Angeles,row,physio,,52,82,50,92,3153,0,2323,2891,5646888,,,2026-09-25,no,Los Angeles_us_scores.csv
matrixptandwellness.com,US,Los Angeles,row,physio,Wix,69,91,100,92,6976,0,137,3053,1628869,,,2026-09-25,no,Los Angeles_us_scores.csv
maven-pt.com,US,Los Angeles,row,physio,unknown,55,85,96,92,11209,0,384,3488,12425079,,,2026-09-25,no,Los Angeles_us_scores.csv
modmovept.com,US,Los Angeles,row,physio,Wix,67,92,96,100,13967,0,120,3460,2826885,,,2026-09-25,no,Los Angeles_us_scores.csv
motipt.com,US,Los Angeles,row,physio,unknown,67,61,100,85,7284,0,71,3075,2118202,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
movementworks.com,US,Los Angeles,row,physio,,61,82,96,92,7787,0,76,2705,2469866,,,2026-09-25,no,Los Angeles_us_scores.csv
physicaltherapyspecialists.com,US,Los Angeles,row,physio,,59,93,96,100,5252,0,347,2122,2555730,,,2026-09-25,no,Los Angeles_us_scores.csv
ptmovementmedicine.la,US,Los Angeles,row,physio,,45,83,100,100,12165,0,538,3816,2516823,,,2026-09-25,no,Los Angeles_us_scores.csv
revpt.com,US,Los Angeles,row,physio,unknown,76,96,100,100,3450,0,0,3354,1891291,,,2026-09-25,no,Los Angeles_us_scores.csv
skyparkrehab.com,US,Los Angeles,row,physio,,92,90,100,85,2119,0,125,1680,1583175,,,2026-09-25,no,Los Angeles_us_scores.csv
southlandpt.com,US,Los Angeles,row,physio,unknown,52,88,77,100,10966,0,379,3334,2647005,AVERAGE,,2026-09-25,no,Los Angeles_us_scores.csv
sportsfitpt.com,US,Los Angeles,row,physio,,52,78,58,92,16789,0,480,2711,4310958,,,2026-09-25,no,Los Angeles_us_scores.csv
aitansegal.com,US,Los Angeles,row,realtor,unknown,33,75,96,77,21619,0,2118,2859,11100731,,,2026-09-25,no,Los Angeles_us_scores.csv
buysocalhomes.com,US,Los Angeles,row,realtor,unknown,47,86,96,85,10722,0,498,3921,6290283,,,2026-09-25,no,Los Angeles_us_scores.csv
frankkenny.com,US,Los Angeles,row,realtor,unknown,27,76,96,77,52015,0,3247,4355,15084620,,,2026-09-25,no,Los Angeles_us_scores.csv
heatherbellrealtor.com,US,Los Angeles,row,realtor,unknown,78,76,96,77,4009,0,100,3184,4387482,,,2026-09-25,no,Los Angeles_us_scores.csv
homesbymonicahsu.com,US,Los Angeles,row,realtor,unknown,63,79,96,85,13490,0,137,3304,5028843,,,2026-09-25,no,Los Angeles_us_scores.csv
homesbysong.com,US,Los Angeles,row,realtor,WordPress,39,81,54,77,4185,0,3196,3735,5461243,,,2026-09-25,no,Los Angeles_us_scores.csv
homesbyteamluna.com,US,Los Angeles,row,realtor,unknown,52,83,92,92,7427,0,319,5402,7080342,,,2026-09-25,no,Los Angeles_us_scores.csv
hossnouhi.com,US,Los Angeles,row,realtor,,99,94,96,91,1520,0,0,1520,69413,,,2026-09-25,no,Los Angeles_us_scores.csv
jademillsestates.com,US,Los Angeles,row,realtor,unknown,56,85,96,85,15408,0,395,2256,16249737,SLOW,,2026-09-25,no,Los Angeles_us_scores.csv
julietz.com,US,Los Angeles,row,realtor,WordPress,80,84,96,100,5251,0,0,1404,18264771,,,2026-09-25,no,Los Angeles_us_scores.csv
kevintowner.com,US,Los Angeles,row,realtor,,30,88,54,100,21543,0,1486,5402,4774995,,,2026-09-25,no,Los Angeles_us_scores.csv
markyusupov.com,US,Los Angeles,row,realtor,unknown,64,76,100,85,3305,0,704,3305,4120633,,,2026-09-25,no,Los Angeles_us_scores.csv
mybeachteam.com,US,Los Angeles,row,realtor,unknown,40,95,96,92,24778,0,1141,1973,4365726,SLOW,,2026-09-25,no,Los Angeles_us_scores.csv
ninkeydaltonproperties.com,US,Los Angeles,row,realtor,unknown,54,79,96,77,8187,0,353,3307,9220549,,,2026-09-25,no,Los Angeles_us_scores.csv
pamelapunzalan.com,US,Los Angeles,row,realtor,WordPress,52,96,77,92,6303,0,736,2703,18053877,,,2026-09-25,no,Los Angeles_us_scores.csv
sperantagroup.com,US,Los Angeles,row,realtor,unknown,76,79,96,77,3642,0,135,3491,3793631,,,2026-09-25,no,Los Angeles_us_scores.csv
thealijack.com,US,Los Angeles,row,realtor,unknown,80,83,96,85,3456,0,89,3306,4701405,,,2026-09-25,no,Los Angeles_us_scores.csv
tiffanyhu.com,US,Los Angeles,row,realtor,Squarespace,38,81,96,85,18776,0,709,8265,5114003,,,2026-09-25,no,Los Angeles_us_scores.csv
trinarufo.com,US,Los Angeles,row,realtor,unknown,30,83,96,77,15167,0,2385,4067,3392346,,,2026-09-25,no,Los Angeles_us_scores.csv
valeriefitzgerald.com,US,Los Angeles,row,realtor,,58,96,88,92,7801,0,276,3089,15917373,,,2026-09-25,no,Los Angeles_us_scores.csv
allsmilesgd.com,US,New York,row,dental,WordPress,44,86,77,85,25499,0,436,6045,5169473,,,2026-09-25,no,New York_us_scores.csv
baysidedentalartsny.com,US,New York,row,dental,WordPress,80,85,96,92,1139,0,567,1105,1308019,,,2026-09-25,no,New York_us_scores.csv
brooklynchildrensdentist.com,US,New York,row,dental,unknown,39,88,96,92,9318,0,955,3931,4048093,FAST,,2026-09-25,no,New York_us_scores.csv
brooklynheightsdental.com,US,New York,row,dental,unknown,68,83,77,85,5513,0,293,2473,8179434,AVERAGE,,2026-09-25,no,New York_us_scores.csv
centredent.com,US,New York,row,dental,unknown,85,97,100,100,3015,0,301,1351,989616,,,2026-09-25,no,New York_us_scores.csv
dentalmadeeasy.com,US,New York,row,dental,WordPress,59,85,100,92,5754,0,653,1687,1869939,AVERAGE,,2026-09-25,no,New York_us_scores.csv
expertdentalnyc.com,US,New York,row,dental,WordPress,73,81,96,92,1804,0,733,1804,2831119,AVERAGE,,2026-09-25,no,New York_us_scores.csv
formedental.com,US,New York,row,dental,unknown,70,81,96,100,4921,0,70,3962,1905903,,,2026-09-25,no,New York_us_scores.csv
grandstreetdental.com,US,New York,row,dental,,52,78,96,85,19051,0,451,3844,7333501,SLOW,,2026-09-25,no,New York_us_scores.csv
ismilefamily.com,US,New York,row,dental,Wix,45,92,100,100,4555,0,1744,3046,4330332,,,2026-09-25,no,New York_us_scores.csv
jdental.co,US,New York,row,dental,WordPress,72,87,92,100,7982,0,153,1371,1002074,,,2026-09-25,no,New York_us_scores.csv
kewgardensdentaloffice.com,US,New York,row,dental,unknown,56,96,100,92,7441,0,316,3096,1123733,,,2026-09-25,no,New York_us_scores.csv
lavaandental.com,US,New York,row,dental,NexHealth,96,95,100,92,2723,0,0,948,459625,,,2026-09-25,no,New York_us_scores.csv
manhattannydentist.com,US,New York,row,dental,unknown,99,98,100,100,1976,0,0,795,281680,,,2026-09-25,no,New York_us_scores.csv
metropolitandentalcarenyc.com,US,New York,row,dental,,60,96,96,85,4221,0,545,3155,4215442,,,2026-09-25,no,New York_us_scores.csv
smileworksnyc.com,US,New York,row,dental,,89,,,,2477,0.003,56,1501,628923,FAST,,2026-09-25,no,New York_us_scores.csv
studiosmilesnyc.com,US,New York,row,dental,WordPress,67,86,92,100,2101,0,1371,1405,3329934,,,2026-09-25,no,New York_us_scores.csv
thrivedentalny.com,US,New York,row,dental,NexHealth,77,96,92,92,4554,0,88,2964,3537810,,,2026-09-25,no,New York_us_scores.csv
yrdental.com,US,New York,row,dental,,51,91,96,92,6901,0,710,2861,1424075,,,2026-09-25,no,New York_us_scores.csv
zendentistrynyc.com,US,New York,row,dental,WordPress,8,90,96,77,36035,0,1082,7920,13190148,SLOW,,2026-09-25,no,New York_us_scores.csv
123-hvac.com,US,New York,row,hvac,,98,95,96,36,792,0,0,792,1721,,,2026-09-25,no,New York_us_scores.csv
212hvac.com,US,New York,row,hvac,WordPress,91,92,100,92,1884,0,347,942,10975867,AVERAGE,,2026-09-25,no,New York_us_scores.csv
aajjhvac.com,US,New York,row,hvac,WordPress,65,97,96,100,5552,0,2,3159,2893710,,,2026-09-25,no,New York_us_scores.csv
afgo.com,US,New York,row,hvac,,32,97,96,100,5776,0,872,2884,3979502,,,2026-09-25,no,New York_us_scores.csv
americanhvac.nyc,US,New York,row,hvac,WordPress,61,100,96,92,7951,0,231,2564,15834354,,,2026-09-25,no,New York_us_scores.csv
