url,country,city,city_source,niche,platform,perf,a11y,best_practices,seo,LCP_ms,CLS,TBT_ms,FCP_ms,bytes,load_category,error,measured_at,multi_city,source_file
northphoenixfamilydentistry.com,US,Phoenix,row,dental,unknown,40,95,77,92,6257,1,32,3161,7104908,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixcosmeticdentistryaz.com,US,Phoenix,row,dental,unknown,91,75,96,100,2602,0,0,2602,387778,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixdentalstudio.com,US,Phoenix,row,dental,WordPress,89,100,96,100,3574,0,69,918,436085,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixfamilydentistry.com,US,Phoenix,row,dental,WordPress,73,86,92,100,4731,0,14,3813,2788016,,,2026-09-26,no,Phoenix_us_scores.csv
phoeniximplantclinic.com,US,Phoenix,row,dental,,40,85,69,85,23330,0,591,12261,16131435,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixvalleydental.com,US,Phoenix,row,dental,unknown,58,82,92,100,3606,0,10,3231,6157583,,,2026-09-26,no,Phoenix_us_scores.csv
smilearcadia.com,US,Phoenix,row,dental,WordPress,56,96,96,92,11926,0,0,5888,18741068,,,2026-09-26,no,Phoenix_us_scores.csv
smiledentalclinics.com,US,Phoenix,row,dental,,4,97,50,100,24224,0,2027,5638,7902687,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
sweettoothphoenix.com,US,Phoenix,row,dental,,79,82,96,85,4126,0,0,1955,1169319,,,2026-09-26,no,Phoenix_us_scores.csv
yourazbraces.com,US,Phoenix,row,dental,,39,87,73,100,35109,0,722,4244,16255444,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
acprosolutions.com,US,Phoenix,row,hvac,Wix,85,91,77,92,3085,0,232,2708,2811029,,,2026-09-26,no,Phoenix_us_scores.csv
arcticaircool.com,US,Phoenix,row,hvac,,55,78,96,100,9826,0,126,3001,1533489,,,2026-09-26,no,Phoenix_us_scores.csv
dayandnightair.com,US,Phoenix,row,hvac,,63,90,92,92,7930,0,257,2460,991761,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
diamondacandheating.com,US,Phoenix,row,hvac,WordPress,44,87,92,92,15331,0,445,6397,3725501,,,2026-09-26,no,Phoenix_us_scores.csv
goettl.com,US,Phoenix,row,hvac,,43,100,96,85,6706,0,1420,2581,4142646,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
heatingcoolingphoenix.com,US,Phoenix,row,hvac,WordPress,76,91,96,92,5552,0,70,1672,900785,,,2026-09-26,no,Phoenix_us_scores.csv
heatwave-airconditioning.com,US,Phoenix,row,hvac,unknown,92,95,100,100,2587,0,0,2587,6412236,,,2026-09-26,no,Phoenix_us_scores.csv
islandbreeze-ac.com,US,Phoenix,row,hvac,,54,93,92,100,15643,0,225,7351,2271242,,,2026-09-26,no,Phoenix_us_scores.csv
larsonairaz.com,US,Phoenix,row,hvac,WordPress,21,81,96,92,5856,0,969,5106,2566560,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
myefficientair.com,US,Phoenix,row,hvac,WordPress,29,83,96,100,25464,0,1345,16303,11995236,,,2026-09-26,no,Phoenix_us_scores.csv
parkerandsons.com,US,Phoenix,row,hvac,unknown,33,95,54,85,20955,0,1151,5359,5741957,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
phoenixheatingandairconditioning.com,US,Phoenix,row,hvac,WordPress,66,93,92,92,3718,0,497,2283,2554085,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixhvacairconditioning.com,US,Phoenix,row,hvac,unknown,97,89,100,100,2534,0,86,804,187565,,,2026-09-26,no,Phoenix_us_scores.csv
phxairconditioningrepair.com,US,Phoenix,row,hvac,WordPress,76,95,100,100,4739,0,0,2739,376748,,,2026-09-26,no,Phoenix_us_scores.csv
phxheatingcooling.net/phoenix-heater-repair,US,Phoenix,row,hvac,WordPress,63,93,96,100,4236,0,569,2463,2253811,,,2026-09-26,no,Phoenix_us_scores.csv
phxmechanical.com,US,Phoenix,row,hvac,,87,81,74,73,3170,0,0,3170,158880,,,2026-09-26,no,Phoenix_us_scores.csv
reeis.com/pages/phoenix-hvac-services,US,Phoenix,row,hvac,Shopify,40,95,81,92,5626,0,6689,2787,4068299,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
sunstatehvac.com,US,Phoenix,row,hvac,,86,95,88,100,2194,0,0,1987,574827,,,2026-09-26,no,Phoenix_us_scores.csv
theacteam.com,US,Phoenix,row,hvac,unknown,53,85,96,92,9038,0,472,3485,1805987,,,2026-09-26,no,Phoenix_us_scores.csv
yourphoenixhvac.com,US,Phoenix,row,hvac,WordPress,67,88,81,92,7241,0,20,2598,1321139,,,2026-09-26,no,Phoenix_us_scores.csv
advancedeyecare.com,US,Phoenix,row,optometrist,,49,93,73,100,3269,0,2521,2745,5152656,,,2026-09-26,no,Phoenix_us_scores.csv
arizonasvision.com,US,Phoenix,row,optometrist,WordPress,35,87,73,100,8701,0,1167,3539,4856541,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
avac2020.org,US,Phoenix,row,optometrist,,63,91,96,100,9157,0,38,3006,4978141,,,2026-09-26,no,Phoenix_us_scores.csv
azlifetime.com,US,Phoenix,row,optometrist,WordPress,42,84,92,85,6405,1,80,2604,861066,,,2026-09-26,no,Phoenix_us_scores.csv
camelbackeyecare.com,US,Phoenix,row,optometrist,,65,100,100,100,6945,0,446,1024,828267,,,2026-09-26,no,Phoenix_us_scores.csv
centralphoenixeyecarepllc.com,US,Phoenix,row,optometrist,unknown,85,77,96,92,2276,0,284,964,1709472,,,2026-09-26,no,Phoenix_us_scores.csv
chandlereye.com,US,Phoenix,row,optometrist,unknown,89,73,100,100,2402,0,1,2402,582761,,,2026-09-26,no,Phoenix_us_scores.csv
chandlereyecenter.com,US,Phoenix,row,optometrist,WordPress,63,89,100,92,8251,0,10,2734,1597387,,,2026-09-26,no,Phoenix_us_scores.csv
eastvalleyeye.com,US,Phoenix,row,optometrist,,47,79,52,92,7606,0,390,5310,9268995,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
envisioneyecareaz.com,US,Phoenix,row,optometrist,unknown,33,71,100,77,22298,0,296,4281,6700487,,,2026-09-26,no,Phoenix_us_scores.csv
leeeyecarecenteraz.com,US,Phoenix,row,optometrist,unknown,57,86,77,85,10465,0,307,3410,3127800,,,2026-09-26,no,Phoenix_us_scores.csv
northernaveeyecare.com,US,Phoenix,row,optometrist,,92,83,100,92,3085,0,1,1955,11738964,,,2026-09-26,no,Phoenix_us_scores.csv
opticsaz.com,US,Phoenix,row,optometrist,WordPress,63,95,96,100,7651,0,17,2883,3993377,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixeyedocs.com,US,Phoenix,row,optometrist,WordPress,79,84,74,100,3331,0,0,2932,543228,,,2026-09-26,no,Phoenix_us_scores.csv
phxeyecare.com,US,Phoenix,row,optometrist,unknown,69,67,100,92,4874,0,92,3221,896945,,,2026-09-26,no,Phoenix_us_scores.csv
phxeyedoc.com,US,Phoenix,row,optometrist,Weebly,14,88,100,100,12939,0,1642,2134,2492381,,,2026-09-26,no,Phoenix_us_scores.csv
phxeyedoctor.com,US,Phoenix,row,optometrist,WordPress,100,80,100,92,953,0,0,953,47807,,,2026-09-26,no,Phoenix_us_scores.csv
tozereyecenter.com,US,Phoenix,row,optometrist,WordPress,65,85,74,85,5178,0,0,4803,13154854,FAST,,2026-09-26,no,Phoenix_us_scores.csv
tvcarizona.com,US,Phoenix,row,optometrist,WordPress,56,81,96,100,4759,0,616,2539,1941204,,,2026-09-26,no,Phoenix_us_scores.csv
valleyeyecareaz.com,US,Phoenix,row,optometrist,unknown,63,77,96,100,8627,0,38,2852,2486345,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
360physicaltherapy.com,US,Phoenix,row,physio,unknown,65,78,77,92,5101,0,52,3184,1087796,FAST,,2026-09-26,no,Phoenix_us_scores.csv
ahwatukeept.com,US,Phoenix,row,physio,,100,81,74,36,1372,0,0,1372,13041,,,2026-09-26,no,Phoenix_us_scores.csv
arrowheadpt.com,US,Phoenix,row,physio,,58,81,58,92,4088,0,745,2608,3581069,,,2026-09-26,no,Phoenix_us_scores.csv
athletico.com,US,Phoenix,row,physio,WordPress,35,100,96,92,6594,0,445,3316,1845396,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
camelmed.com,US,Phoenix,row,physio,WordPress,59,94,96,92,23600,0,32,3901,3939268,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
deserthandandpt.com,US,Phoenix,row,physio,WordPress,62,86,96,100,12827,0,124,3340,2774617,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
endurancerehab.com,US,Phoenix,row,physio,WordPress,63,85,77,92,10876,0,0,3034,2564361,,,2026-09-26,no,Phoenix_us_scores.csv
foothillsrehab.com,US,Phoenix,row,physio,,44,89,96,92,8534,0,1032,2901,4032801,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
fpspt.com,US,Phoenix,row,physio,,75,92,100,92,7126,0,60,1533,1071368,,,2026-09-26,no,Phoenix_us_scores.csv
movementredefinedaz.com,US,Phoenix,row,physio,WordPress,41,87,96,92,27234,0,656,4514,6692038,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
mvpc.com/physical-therapy-phoenix,US,Phoenix,row,physio,Squarespace,27,98,96,100,21475,0,566,2871,4179451,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
onwardphysicaltherapy.com,US,Phoenix,row,physio,,81,93,96,40,1412,0,824,768,991455,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
orthopedicsportstherapy.com,US,Phoenix,row,physio,WordPress,69,85,96,92,7470,0,300,1235,1279554,,,2026-09-26,no,Phoenix_us_scores.csv
osrphysicaltherapy.com,US,Phoenix,row,physio,WordPress,37,87,96,85,14584,0,1119,4951,3587142,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
preferredptaz.com,US,Phoenix,row,physio,unknown,51,85,54,92,17384,0,336,3002,2793147,,,2026-09-26,no,Phoenix_us_scores.csv
rocpt.com,US,Phoenix,row,physio,Wix,54,84,100,100,3603,0,1585,2773,3748481,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
southmountainphysicaltherapy.com,US,Phoenix,row,physio,WordPress,60,95,73,85,5851,0,0,3013,5383440,,,2026-09-26,no,Phoenix_us_scores.csv
spoonerpt.com,US,Phoenix,row,physio,,54,89,96,77,4576,0,921,2701,7996016,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
sw-specialists.com,US,Phoenix,row,physio,unknown,36,76,78,92,23741,0,259,11092,5225071,,,2026-09-26,no,Phoenix_us_scores.csv
topsphysicaltherapy.com,US,Phoenix,row,physio,,48,77,96,85,41342,0,53,3755,8313463,,,2026-09-26,no,Phoenix_us_scores.csv
azrealestateventures.org,US,Phoenix,row,realtor,unknown,80,65,74,92,3445,0,23,2820,973214,,,2026-09-26,no,Phoenix_us_scores.csv
billynicholsaz.com,US,Phoenix,row,realtor,,65,89,77,100,5851,0,23,4365,1394199,,,2026-09-26,no,Phoenix_us_scores.csv
bryantrealestatephoenix.com,US,Phoenix,row,realtor,Squarespace,33,89,96,100,7370,0,1353,4857,6016973,,,2026-09-26,no,Phoenix_us_scores.csv
gluchgroup.com,US,Phoenix,row,realtor,,83,88,100,100,4411,0,108,1979,1503758,FAST,,2026-09-26,no,Phoenix_us_scores.csv
jessicafowler.myrealtyonegroup.com,US,Phoenix,row,realtor,,32,73,92,85,12848,0,559,3007,5311488,,,2026-09-26,no,Phoenix_us_scores.csv
joinrealtyexecutivesphoenix.com,US,Phoenix,row,realtor,unknown,55,65,81,83,6186,0,0,4001,6337496,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
kevindowneyazhomes.com,US,Phoenix,row,realtor,WordPress,35,88,73,92,18681,0,965,4868,8673464,,,2026-09-26,no,Phoenix_us_scores.csv
mariasellsarizona.com,US,Phoenix,row,realtor,unknown,60,88,92,100,9152,0,48,4956,9635510,,,2026-09-26,no,Phoenix_us_scores.csv
movingwithnicole.com,US,Phoenix,row,realtor,WordPress,56,86,100,85,17375,0,201,5396,2979285,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixarizonarealtor.com,US,Phoenix,row,realtor,,78,72,100,92,3898,0,91,3429,570214,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixhomecollective.com,US,Phoenix,row,realtor,WordPress,35,89,92,100,19841,0,713,2880,4971823,,,2026-09-26,no,Phoenix_us_scores.csv
phoenixliving.com/agent/david-thayer,US,Phoenix,row,realtor,unknown,58,85,96,85,6835,0,260,3341,2447410,,,2026-09-26,no,Phoenix_us_scores.csv
phxrealtygroup.com,US,Phoenix,row,realtor,unknown,47,70,96,92,7203,0,510,4354,17892446,,,2026-09-26,no,Phoenix_us_scores.csv
phxrealtyservices.com,US,Phoenix,row,realtor,unknown,100,97,100,91,1525,0,0,1525,15636,,,2026-09-26,no,Phoenix_us_scores.csv
phxregrp.com,US,Phoenix,row,realtor,unknown,66,89,96,100,3153,0,876,932,2353764,,,2026-09-26,no,Phoenix_us_scores.csv
rachelholbert.myrealtyonegroup.com,US,Phoenix,row,realtor,,38,73,92,85,12961,0,1063,3008,4710366,,,2026-09-26,no,Phoenix_us_scores.csv
rhouserealty.com,US,Phoenix,row,realtor,unknown,31,83,73,100,11573,0,2258,3183,9766799,,,2026-09-26,no,Phoenix_us_scores.csv
sellingphoenixaz.net,US,Phoenix,row,realtor,unknown,60,83,92,92,5852,0,295,4802,10742936,,,2026-09-26,no,Phoenix_us_scores.csv
stephenjones.myrealtyonegroup.com,US,Phoenix,row,realtor,,28,76,92,85,11122,0,755,3009,5323502,,,2026-09-26,no,Phoenix_us_scores.csv
theriddlegroup.com,US,Phoenix,row,realtor,unknown,79,85,96,92,4749,0,0,2252,1008531,,,2026-09-26,no,Phoenix_us_scores.csv
